EEG,alpha,beta,delta,theta
2.09961,0.19351,-0.14036,1.81443,0.27929
2.36816,0.45617,-0.34705,1.81745,0.36614
3.53394,0.65763,-0.02129,1.81699,0.4338
4.69971,0.77623,0.52936,1.8131,0.47979
4.75464,0.80091,0.79479,1.80593,0.50272
3.55225,0.73208,0.47708,1.79564,0.50229
2.06299,0.5813,-0.26448,1.78242,0.47933
1.14746,0.36945,-0.92745,1.76643,0.43571
0.78735,0.12386,-1.0475,1.74787,0.37411
1.01318,-0.12531,-0.5505,1.727,0.29798
1.47705,-0.34895,0.19472,1.70405,0.2113
1.62964,-0.52242,0.66013,1.67925,0.11845
1.27563,-0.62828,0.5554,1.65281,0.0239
0.36011,-0.65791,0.03389,1.62502,-0.068
0.03662,-0.6122,-0.44184,1.59625,-0.15314
0.19531,-0.501,-0.46393,1.56689,-0.22776
1.03149,-0.34128,0.01103,1.53723,-0.28873
1.87378,-0.15443,0.63604,1.50751,-0.33381
2.2522,0.03664,0.94027,1.47799,-0.36161
2.0813,0.2103,0.67708,1.44896,-0.37167
1.0498,0.34859,-0.00569,1.42072,-0.36433
0.41504,0.43905,-0.68825,1.3935,-0.34065
0.37842,0.4758,-0.98441,1.36747,-0.30247
0.90332,0.45962,-0.79395,1.34278,-0.25224
1.53809,0.39717,-0.32528,1.31959,-0.193
1.62354,0.29949,0.10275,1.29809,-0.12813
1.74561,0.18039,0.30289,1.27847,-0.06108
1.77002,0.05469,0.31814,1.26088,0.00478
1.75781,-0.06367,0.31799,1.24542,0.06632
1.94092,-0.16313,0.40386,1.23212,0.12077
2.20337,-0.2357,0.49967,1.22097,0.16584
2.38037,-0.27726,0.42298,1.21197,0.19981
1.65405,-0.28727,0.07335,1.205,0.22153
0.61646,-0.26846,-0.43125,1.19996,0.23051
-0.01221,-0.22614,-0.79879,1.19669,0.22703
0.5249,-0.16743,-0.76983,1.19509,0.21212
1.27563,-0.10026,-0.32779,1.19507,0.18739
1.62964,-0.0324,0.26023,1.1965,0.15485
1.44043,0.02928,0.61718,1.19923,0.11671
1.20239,0.07933,0.52495,1.20304,0.07543
1.12915,0.11408,0.08626,1.20772,0.03358
1.07422,0.132,-0.34644,1.21303,-0.00628
0.97656,0.13351,-0.43007,1.21876,-0.0418
0.95215,0.12072,-0.08964,1.22474,-0.07104
1.28174,0.09697,0.41782,1.23079,-0.09259
1.7395,0.06641,0.68595,1.23674,-0.10549
1.70898,0.03377,0.45928,1.24243,-0.10934
1.18408,0.00377,-0.16701,1.24767,-0.10439
0.45776,-0.01938,-0.79614,1.25229,-0.09148
0.11597,-0.03254,-0.99589,1.25614,-0.07202
0.31738,-0.03405,-0.59696,1.25915,-0.04776
0.95825,-0.02408,0.1852,1.26131,-0.02063
1.98364,-0.0047,0.8861,1.26256,0.00728
2.9541,0.0201,1.08877,1.26284,0.03375
2.75269,0.04498,0.68243,1.2621,0.05651
1.30005,0.06405,-0.08348,1.26036,0.07344
-0.22583,0.07199,-0.7686,1.25779,0.08281
-0.09155,0.06498,-1.01213,1.25456,0.08348
1.2146,0.04127,-0.72834,1.25077,0.07494
2.41089,0.00173,-0.11919,1.2465,0.05724
2.2644,-0.04984,0.47609,1.24186,0.03107
1.44653,-0.10683,0.78021,1.23706,-0.00234
1.14746,-0.16052,0.70486,1.23233,-0.04119
1.26953,-0.20145,0.35114,1.22794,-0.08322
1.35498,-0.22086,-0.08325,1.22418,-0.12586
1.09863,-0.21212,-0.41477,1.22136,-0.16626
0.5188,-0.17208,-0.54317,1.21977,-0.20149
0.22583,-0.10195,-0.46295,1.21965,-0.2288
0.25635,-0.00789,-0.23919,1.22124,-0.24564
0.53711,0.09942,0.02746,1.22477,-0.24994
1.19019,0.20593,0.23356,1.23055,-0.24015
1.87988,0.29623,0.30771,1.23883,-0.21544
2.0813,0.35595,0.24133,1.2498,-0.17588
1.37329,0.37398,0.09894,1.26356,-0.12237
0.54932,0.34425,-0.01208,1.28022,-0.05654
0.61646,0.26684,-0.01021,1.29994,0.01942
1.67847,0.14861,0.09596,1.32284,0.10272
2.4353,0.00299,0.19625,1.34895,0.18983
2.2644,-0.15144,0.14552,1.37824,0.27659
1.14746,-0.29349,-0.12388,1.41057,0.35847
0.26245,-0.40261,-0.52,1.44583,0.43108
0.25635,-0.46197,-0.80714,1.48387,0.4903
1.22681,-0.46104,-0.73421,1.5245,0.53246
2.34375,-0.39736,-0.20737,1.56748,0.5544
3.07007,-0.27723,0.60402,1.61255,0.5536
3.09448,-0.11543,1.31429,1.65937,0.52846
2.92969,0.06651,1.51653,1.70755,0.47843
2.99683,0.24309,1.01904,1.75664,0.40408
2.96021,0.38849,-0.01951,1.80616,0.30718
2.32544,0.48046,-1.1477,1.85563,0.19062
1.2085,0.504,-1.84629,1.90452,0.05825
0.39673,0.45377,-1.79517,1.95223,-0.08515
0.83618,0.33521,-1.02836,1.99818,-0.2342
2.09351,0.16409,0.10348,2.04176,-0.38297
3.36914,-0.03546,1.12949,2.08244,-0.52527
3.86353,-0.2342,1.68614,2.11966,-0.6549
3.27148,-0.40204,1.65026,2.15291,-0.76581
1.89209,-0.51253,1.12797,2.18165,-0.85253
0.38452,-0.54701,0.34593,2.2053,-0.91032
-0.47607,-0.49756,-0.46014,2.22329,-0.93553
-0.49439,-0.36872,-1.09908,2.23511,-0.92573
-0.10376,-0.17716,-1.42626,2.24037,-0.87982
0.33569,0.05064,-1.34785,2.23874,-0.79816
0.42114,0.28181,-0.86239,2.22983,-0.68261
0.82398,0.4818,-0.11239,2.21329,-0.53661
2.0813,0.61937,0.62263,2.18891,-0.36488
3.69873,0.67127,1.0357,2.15655,-0.17336
4.55933,0.62623,0.96419,2.11614,0.03112
3.90625,0.48691,0.50952,2.0676,0.24113
2.63062,0.26985,-0.00141,2.01097,0.44886
1.94092,0.00336,-0.21848,1.94639,0.64635
2.02637,-0.2765,-0.01141,1.87412,0.82567
2.50244,-0.5307,0.41913,1.79445,0.97943
2.99072,-0.72276,0.66047,1.70772,1.10117
2.78931,-0.82397,0.37578,1.61436,1.18561
1.77612,-0.81752,-0.43174,1.51486,1.2288
0.32349,-0.70136,-1.36846,1.40981,1.22825
-0.62866,-0.48864,-1.86795,1.29979,1.1831
0.20142,-0.20627,-1.54433,1.18545,1.09436
2.45361,0.1088,-0.45092,1.0675,0.96474
4.47388,0.41481,0.92812,0.94676,0.79855
4.95605,0.67114,1.94771,0.82407,0.60139
4.11377,0.84401,2.15897,0.70026,0.38014
2.75879,0.91082,1.53218,0.5762,0.14269
1.81274,0.86328,0.42603,0.45275,-0.10224
0.67139,0.70822,-0.64666,0.33079,-0.34551
-0.94605,0.46691,-1.29161,0.21115,-0.57803
-2.17896,0.17206,-1.38588,0.09459,-0.7912
-2.87476,-0.13686,-1.05613,-0.01808,-0.9771
-2.91138,-0.41916,-0.54241,-0.12605,-1.1288
-2.89307,-0.63887,-0.05746,-0.22857,-1.24056
-2.88086,-0.7696,0.2832,-0.32495,-1.30826
-2.50244,-0.79776,0.45516,-0.41458,-1.3295
-2.00806,-0.72421,0.48611,-0.49689,-1.30353
-1.67847,-0.56358,0.42531,-0.57137,-1.2313
-1.94702,-0.34193,0.32827,-0.6376,-1.11553
-1.94092,-0.09261,0.24214,-0.69521,-0.96071
-1.25122,0.14865,0.1852,-0.74395,-0.77289
-0.36621,0.34876,0.13469,-0.78361,-0.55929
-0.07324,0.48217,0.04439,-0.81407,-0.32798
-0.32959,0.5343,-0.11236,-0.83539,-0.08758
-0.62256,0.50345,-0.30618,-0.84769,0.153
-0.62866,0.4005,-0.45727,-0.85122,0.38495
-0.31738,0.24664,-0.48706,-0.84624,0.59991
-0.177,0.0699,-0.37715,-0.83307,0.79022
0.20142,-0.09956,-0.18437,-0.81209,0.94918
0.31738,-0.23393,0.00483,-0.78382,1.07133
0.73853,-0.31201,0.14431,-0.74889,1.15278
1.13525,-0.32232,0.25827,-0.7079,1.19136
1.17798,-0.2648,0.40015,-0.66151,1.18652
1.23901,-0.15086,0.5708,-0.6104,1.13928
1.12915,-0.00122,0.67251,-0.55537,1.05228
1.42822,0.15745,0.55296,-0.49728,0.92963
1.22681,0.29679,0.12507,-0.43694,0.77679
0.1709,0.3913,-0.52227,-0.37518,0.60037
-1.2207,0.42228,-1.11735,-0.31279,0.4077
-2.05688,0.38098,-1.33246,-0.25056,0.20655
-1.61133,0.27005,-0.97854,-0.18928,0.00468
-0.60425,0.10317,-0.14456,-0.12967,-0.19036
0.03052,-0.09688,0.81712,-0.07249,-0.37152
0.13428,-0.3015,1.46159,-0.01841,-0.53246
-0.21973,-0.48047,1.48269,0.03193,-0.66784
-0.67749,-0.60638,0.87172,0.07798,-0.77353
-1.64185,-0.65879,-0.08408,0.11926,-0.84678
-2.32544,-0.62718,-0.95224,0.15535,-0.88624
-2.44751,-0.51266,-1.36784,0.18587,-0.89188
-1.84326,-0.32782,-1.195,0.21054,-0.86485
-0.8667,-0.09522,-0.5659,0.22914,-0.80761
-0.23193,0.15574,0.20753,0.24156,-0.72375
0.49439,0.3929,0.79261,0.24779,-0.61797
1.2085,0.58594,0.98387,0.24791,-0.49562
1.7395,0.71052,0.77508,0.24203,-0.36241
1.72119,0.75149,0.3302,0.23034,-0.22413
1.02539,0.7047,-0.12243,0.21312,-0.08634
0.23804,0.57758,-0.41106,0.19075,0.04564
0.01831,0.38781,-0.49326,0.1637,0.16689
0.46997,0.16076,-0.44218,0.13244,0.27306
0.88501,-0.07418,-0.36074,0.09749,0.36076
0.46387,-0.28764,-0.28827,0.05945,0.42779
-0.21973,-0.45435,-0.17017,0.01894,0.47309
-0.354,-0.55649,0.07923,-0.02336,0.49655
0.15869,-0.58596,0.46394,-0.06676,0.49896
0.79346,-0.54498,0.83903,-0.11056,0.48201
0.81177,-0.44526,0.95996,-0.15409,0.4482
-0.14648,-0.30571,0.63951,-0.19666,0.40069
-0.90332,-0.14939,-0.08865,-0.2376,0.343
-1.37329,0.00015,-0.92701,-0.27619,0.27883
-1.26953,0.12244,-1.44739,-0.3118,0.21185
-1.13525,0.20307,-1.33713,-0.34384,0.14552
-0.97046,0.23556,-0.60192,-0.37181,0.08303
-0.29297,0.22188,0.41438,-0.39526,0.02719
0.84229,0.17171,1.21783,-0.41375,-0.01982
1.7395,0.10044,1.44481,-0.42693,-0.05654
1.5686,0.02632,1.05554,-0.43449,-0.08221
0.20142,-0.03276,0.32249,-0.43623,-0.0967
-1.3916,-0.06245,-0.36445,-0.43203,-0.10064
-1.92261,-0.05433,-0.73268,-0.42184,-0.09533
-1.18408,-0.00748,-0.74797,-0.40568,-0.08273
-0.12207,0.07102,-0.56149,-0.38359,-0.06519
0.09766,0.16714,-0.35189,-0.35575,-0.04528
-0.36621,0.26223,-0.19559,-0.32237,-0.02558
-0.75684,0.33628,-0.05557,-0.28382,-0.00855
-0.15869,0.37144,0.12773,-0.24048,0.00355
0.6897,0.355,0.33966,-0.19277,0.00879
1.30005,0.28161,0.48052,-0.14121,0.00574
1.13525,0.15458,0.4502,-0.08633,-0.00634
0.31128,-0.01408,0.24938,-0.02875,-0.02752
-0.53711,-0.20485,0.00328,0.0309,-0.05718
-1.08643,-0.39323,-0.1248,0.09193,-0.094
-0.90942,-0.5532,-0.06398,0.15366,-0.13604
-0.28687,-0.66108,0.09613,0.2154,-0.18088
-0.14648,-0.69905,0.16372,0.27649,-0.22576
-0.6897,-0.65783,-0.00565,0.33627,-0.26786
-1.51367,-0.5383,-0.37987,0.39411,-0.30424
-1.88599,-0.35166,-0.74399,0.44936,-0.332
-1.0376,-0.1183,-0.83175,0.50139,-0.3484
0.11597,0.13475,-0.50864,0.54963,-0.35109
1.3916,0.37732,0.12181,0.59353,-0.33849
1.94702,0.58035,0.76376,0.63262,-0.30979
2.06909,0.71983,1.10105,0.66652,-0.26498
2.0874,0.77998,0.98193,0.6949,-0.2047
1.87988,0.75515,0.49831,0.71747,-0.13036
1.72729,0.65031,-0.08691,0.73393,-0.04422
1.26953,0.48018,-0.50861,0.74409,0.05065
0.47607,0.26719,-0.64694,0.74785,0.15045
0.18921,0.03824,-0.56241,0.74523,0.25097
0,-0.17907,-0.40791,0.73636,0.34772
0.03662,-0.36026,-0.29483,0.72143,0.4361
0.32959,-0.48716,-0.2161,0.70063,0.51176
0.57983,-0.55005,-0.07847,0.67418,0.57064
0.94605,-0.54833,0.18615,0.64234,0.6094
1.26343,-0.48983,0.52441,0.60551,0.62533
1.28784,-0.3892,0.76234,0.56417,0.61667
1.27563,-0.26551,0.71343,0.51884,0.58277
1.15967,-0.13902,0.32359,0.47002,0.52416
0.99487,-0.02782,-0.25654,0.41828,0.44251
0.78735,0.05505,-0.735,0.36419,0.34044
0.14648,0.10324,-0.84993,0.30837,0.22149
-0.28687,0.11758,-0.53655,0.25148,0.09017
-0.31128,0.10547,0.02429,0.19413,-0.04834
0.40283,0.07912,0.51557,0.13691,-0.18844
1.2207,0.05277,0.6795,0.08038,-0.32424
0.96436,0.03957,0.46822,0.0251,-0.44989
-0.25635,0.04909,0.05176,-0.02835,-0.55974
-1.40991,0.08547,-0.3132,-0.07947,-0.64879
-1.55029,0.14658,-0.4536,-0.12778,-0.71278
-0.93384,0.22394,-0.36765,-0.17288,-0.74844
-0.04272,0.30383,-0.18072,-0.21435,-0.75357
0.04883,0.36953,-0.02048,-0.25186,-0.72721
-0.37842,0.40437,0.07913,-0.28513,-0.66974
-0.7019,0.39478,0.17062,-0.31394,-0.5829
-0.95825,0.33277,0.30099,-0.33808,-0.46985
-0.43945,0.21792,0.42768,-0.3574,-0.33501
-0.07324,0.05813,0.42852,-0.37182,-0.18383
-0.32959,-0.13077,0.20738,-0.38139,-0.02257
-1.01929,-0.32706,-0.19226,-0.38624,0.14194
-1.74561,-0.50606,-0.57319,-0.38656,0.30259
-1.92261,-0.64342,-0.70087,-0.38256,0.45223
-1.58081,-0.71878,-0.47434,-0.37446,0.58411
-0.78735,-0.71877,-0.01765,-0.36251,0.69208
0.46997,-0.63943,0.3893,-0.34698,0.77094
1.13525,-0.48718,0.50208,-0.32819,0.8166
0.95825,-0.27815,0.28713,-0.30656,0.82631
0.24414,-0.03623,-0.05331,-0.28248,0.79884
0.01831,0.21018,-0.23079,-0.25639,0.73454
0.82398,0.43198,-0.08957,-0.22868,0.63539
1.98364,0.60331,0.26792,-0.19982,0.50494
2.52075,0.70494,0.54485,-0.17031,0.34811
1.9104,0.72679,0.46181,-0.1406,0.17099
0.42725,0.66912,-0.03181,-0.11112,-0.01927
-0.94605,0.54254,-0.69663,-0.08223,-0.21469
-1.34277,0.36637,-1.13814,-0.05434,-0.40683
-0.79956,0.16576,-1.0474,-0.02782,-0.58728
-0.30518,-0.0322,-0.3951,-0.00298,-0.74801
-0.25635,-0.20256,0.54091,0.01991,-0.88168
-0.45776,-0.32593,1.32107,0.04063,-0.98179
-0.72632,-0.3911,1.57017,0.05897,-1.04302
-0.62256,-0.39619,1.15758,0.07473,-1.06153
-0.92163,-0.34859,0.2481,0.08783,-1.03523
-1.85547,-0.26337,-0.78377,0.09817,-0.96399
-2.76489,-0.1608,-1.51974,0.10572,-0.84955
-3.17993,-0.06295,-1.66963,0.11047,-0.69549
-2.27661,0.01021,-1.18448,0.1125,-0.50706
-0.77515,0.0444,-0.27109,0.11194,-0.29107
0.59815,0.03358,0.69631,0.10894,-0.05544
1.61743,-0.01913,1.33749,0.10366,0.19096
1.78223,-0.10197,1.43319,0.09629,0.43852
1.61133,-0.19626,1.01675,0.08703,0.67716
0.87891,-0.27949,0.33955,0.07617,0.89695
0.59815,-0.32911,-0.27789,0.06402,1.08863
0.78735,-0.32661,-0.62292,0.05089,1.24401
1.05591,-0.26094,-0.68685,0.03709,1.35619
1.2207,-0.13081,-0.61981,0.02291,1.41967
1.07422,0.0541,-0.57922,0.00868,1.43076
1.40381,0.2739,-0.5875,-0.00531,1.38781
1.95923,0.50065,-0.51033,-0.01879,1.29133
2.31323,0.70209,-0.17914,-0.03151,1.14397
2.64893,0.84613,0.42922,-0.04319,0.95027
2.57568,0.90545,1.10107,-0.05355,0.71663
2.58789,0.86205,1.47176,-0.06233,0.45106
2.19727,0.71054,1.25241,-0.06931,0.16293
1.00708,0.45968,0.44693,-0.07437,-0.13738
-1.0376,0.13206,-0.60045,-0.07743,-0.43891
-3.1189,-0.23822,-1.38008,-0.07842,-0.73051
-4.11377,-0.60942,-1.51266,-0.07733,-1.00138
-3.71094,-0.9371,-0.97628,-0.07417,-1.24143
-2.84424,-1.1798,-0.11427,-0.06899,-1.44166
-2.55127,-1.30447,0.58604,-0.06183,-1.59424
-2.88696,-1.29104,0.79676,-0.05277,-1.69302
-3.17993,-1.13566,0.53662,-0.04193,-1.73377
-2.85645,-0.85146,0.12099,-0.02947,-1.71455
-2.19116,-0.4674,-0.08292,-0.01559,-1.63569
-1.26343,-0.02485,0.07797,-0.00055,-1.49977
-0.50049,0.42711,0.43875,0.01538,-1.31139
0.22583,0.83755,0.64269,0.03191,-1.07705
0.81787,1.15992,0.40776,0.04878,-0.80495
0.90942,1.35782,-0.25391,0.06572,-0.50464
0.93384,1.40954,-1.01425,0.08244,-0.18669
0.6958,1.31044,-1.42215,0.0986,0.13779
0.72022,1.07334,-1.18528,0.11392,0.4575
1.53809,0.72665,-0.35866,0.12807,0.76118
2.59399,0.311,0.67729,0.14079,1.03815
3.4729,-0.12563,1.43073,0.15185,1.2787
3.45459,-0.5339,1.5668,0.16107,1.47451
2.28271,-0.86919,1.06995,0.16825,1.61897
0.93994,-1.09685,0.21706,0.17326,1.70747
-0.12207,-1.19599,-0.5992,0.17592,1.73759
-0.28687,-1.16136,-1.07567,0.1761,1.70902
-0.21362,-1.00346,-1.11675,0.17374,1.62352
-0.01221,-0.7466,-0.81862,0.16883,1.48477
0.177,-0.42544,-0.36498,0.16138,1.29826
0.53711,-0.08026,0.08106,0.15148,1.07113
1.11084,0.2481,0.42606,0.1392,0.81181
1.46484,0.52308,0.63113,0.12467,0.52988
1.72119,0.71663,0.67699,0.10807,0.23558
1.39771,0.81232,0.5537,0.08961,-0.06066
0.58594,0.80667,0.2834,0.06952,-0.34852
-0.45776,0.70875,-0.05361,0.04807,-0.61811
-1.07422,0.53803,-0.33079,0.02559,-0.86023
-0.96436,0.32136,-0.43426,0.00244,-1.06693
-1.07422,0.08917,-0.33452,-0.02103,-1.23185
-1.51367,-0.12868,-0.11727,-0.04443,-1.35035
-2.16064,-0.30648,0.0606,-0.06736,-1.41959
-2.23389,-0.42568,0.06967,-0.08941,-1.43853
-1.83105,-0.47653,-0.09733,-0.11014,-1.4079
-1.52588,-0.45872,-0.30643,-0.12914,-1.33018
-1.5625,-0.38082,-0.36197,-0.146,-1.20943
-1.43433,-0.25842,-0.14306,-0.16032,-1.0513
-0.92163,-0.1116,0.29215,-0.17169,-0.86281
0.22583,0.03794,0.71372,-0.17973,-0.65195
0.92773,0.16988,0.8467,-0.18412,-0.4272
1.00098,0.26773,0.54838,-0.18461,-0.19704
0.23193,0.32071,-0.07596,-0.18094,0.03017
-0.87891,0.32465,-0.70627,-0.1729,0.24647
-1.06201,0.28201,-0.9838,-0.16026,0.44444
-0.14038,0.20099,-0.73182,-0.14285,0.61759
0.75684,0.09406,-0.07923,-0.12061,0.76054
1.01318,-0.02389,0.60036,-0.09357,0.86916
0.6897,-0.13758,0.90567,-0.06176,0.94078
0.54932,-0.23321,0.65092,-0.02524,0.9743
0.84229,-0.3,-0.01819,0.01593,0.97016
0.54932,-0.33121,-0.71017,0.06159,0.9302
-0.20752,-0.32465,-1.02169,0.11152,0.85734
-0.50049,-0.28256,-0.7726,0.16538,0.75567
0.28687,-0.21089,-0.09644,0.22277,0.63039
1.60522,-0.11821,0.65728,0.28331,0.48744
2.45361,-0.01449,1.13084,0.34658,0.33322
2.16675,0.08991,1.13876,0.41215,0.17413
1.28174,0.18512,0.72119,0.47953,0.01656
0.53101,0.26278,0.07166,0.54815,-0.13331
-0.09766,0.31674,-0.58272,0.61745,-0.26991
-0.50659,0.34351,-1.06247,0.68685,-0.38845
-0.53711,0.34219,-1.25,0.75571,-0.48501
-0.01221,0.31391,-1.07964,0.82341,-0.55669
0.57983,0.26156,-0.55516,0.88929,-0.60157
1.0498,0.18957,0.20439,0.95274,-0.61896
1.31226,0.10353,0.94862,1.01311,-0.6093
1.75171,0.00984,1.37107,1.06983,-0.57409
2.14233,-0.08491,1.26609,1.12236,-0.51569
1.84937,-0.17431,0.67196,1.1702,-0.43728
1.14136,-0.25238,-0.1164,1.21287,-0.34279
-0.09766,-0.31377,-0.70561,1.24986,-0.23673
-0.8606,-0.35399,-0.84386,1.28065,-0.12397
-0.78735,-0.3698,-0.57714,1.30481,-0.00929
0.20142,-0.35949,-0.19973,1.32205,0.1027
1.51367,-0.323,-0.026,1.33216,0.20762
1.81885,-0.26202,-0.14941,1.33494,0.3014
1.2146,-0.18003,-0.37467,1.33017,0.38038
0.57373,-0.0823,-0.38367,1.31771,0.44163
0.94605,0.02434,-0.00885,1.29751,0.48308
2.49634,0.13215,0.59891,1.26961,0.50357
4.02832,0.23306,1.05216,1.23417,0.5028
4.29077,0.31925,1.00775,1.19137,0.48131
2.75269,0.38373,0.43679,1.14143,0.44045
0.78735,0.4209,-0.32735,1.08465,0.38224
0.1709,0.42708,-0.8145,1.02138,0.30922
0.53101,0.401,-0.75364,0.95209,0.22439
1.36108,0.344,-0.26843,0.87729,0.13111
1.46484,0.25986,0.22104,0.79756,0.03307
1.06812,0.15455,0.31892,0.7135,-0.06608
0.177,0.03573,-0.04502,0.6257,-0.16287
-1.12305,-0.08783,-0.56191,0.53485,-0.254
-1.45264,-0.20679,-0.77915,0.44164,-0.33645
-0.50659,-0.31214,-0.44614,0.34683,-0.40742
0.65918,-0.39592,0.29222,0.25117,-0.46455
0.84229,-0.45179,0.9944,0.15545,-0.50602
-0.15869,-0.4754,1.23622,0.06042,-0.53078
-0.85449,-0.46461,0.90026,-0.03314,-0.53843
-0.8606,-0.41958,0.23125,-0.12448,-0.52911
-1.0437,-0.34286,-0.36768,-0.21282,-0.50334
-1.57471,-0.23916,-0.63013,-0.29737,-0.46222
-2.03857,-0.1151,-0.58604,-0.37738,-0.40739
-1.71509,0.02116,-0.47584,-0.45218,-0.34092
-1.07422,0.16033,-0.50674,-0.52112,-0.26513
-0.89111,0.29239,-0.65679,-0.58366,-0.18236
-0.64087,0.40726,-0.68799,-0.63929,-0.09517
-0.25024,0.49535,-0.35618,-0.6875,-0.00615
0.48218,0.54844,0.35294,-0.72782,0.08207
1.34888,0.56028,1.1533,-0.75987,0.16706
2.14233,0.52753,1.61781,-0.78335,0.24662
2.35596,0.45023,1.45528,-0.79805,0.31874
0.99487,0.33211,0.70596,-0.80381,0.38167
-0.98877,0.18085,-0.2808,-0.80054,0.43399
-2.11182,0.00766,-1.06462,-0.78823,0.47474
-2.00806,-0.17323,-1.36887,-0.76698,0.50341
-1.50146,-0.34584,-1.20296,-0.73695,0.51982
-1.34277,-0.494,-0.78838,-0.69835,0.52395
-1.37329,-0.60289,-0.3675,-0.65143,0.51594
-1.27563,-0.66057,-0.04496,-0.59651,0.49625
-0.83618,-0.65952,0.23132,-0.53399,0.46572
0.09155,-0.59753,0.55799,-0.46437,0.4254
1.02539,-0.47829,0.93721,-0.38818,0.37646
1.5686,-0.31144,1.22637,-0.30597,0.32011
1.28784,-0.11197,1.21627,-0.21834,0.25771
0.59204,0.10101,0.78126,-0.12597,0.19066
-0.07324,0.3063,-0.00621,-0.02956,0.1204
-0.46997,0.4829,-0.87754,0.07017,0.04838
-0.59815,0.61235,-1.48915,0.17253,-0.0241
-0.72632,0.68084,-1.59254,0.27677,-0.09573
-0.75684,0.68108,-1.15673,0.38211,-0.16532
0.06104,0.61328,-0.37997,0.48776,-0.23175
1.13525,0.48511,0.4117,0.59297,-0.29389
2.05078,0.3109,0.92266,0.69703,-0.35073
1.93481,0.10995,1.02265,0.79926,-0.40132
1.19629,-0.09569,0.79133,0.89895,-0.44482
0.90942,-0.28377,0.45008,0.99543,-0.48051
0.93384,-0.43455,0.21798,1.0881,-0.50773
0.84839,-0.53305,0.17399,1.17638,-0.52598
0.23193,-0.57073,0.21115,1.25975,-0.53479
-0.3418,-0.54647,0.12026,1.33775,-0.53381
-0.53101,-0.46651,-0.24267,1.40998,-0.52283
-0.43945,-0.3434,-0.81504,1.47613,-0.50175
-0.39063,-0.19406,-1.31783,1.53593,-0.47068
-0.67749,-0.03748,-1.40557,1.58914,-0.42982
-0.39063,0.10772,-0.89284,1.63558,-0.37956
1.05591,0.22566,0.08918,1.67513,-0.32054
2.83203,0.30523,1.12281,1.70777,-0.25357
4.13208,0.34132,1.72303,1.73358,-0.17967
4.06494,0.33499,1.61642,1.75265,-0.10005
3.31421,0.29288,0.9002,1.76516,-0.01607
2.35596,0.22565,-0.02465,1.77128,0.07069
1.37329,0.14598,-0.7052,1.77122,0.15858
1.02539,0.06642,-0.90353,1.76526,0.24581
1.3916,-0.00249,-0.70469,1.75372,0.33053
2.00195,-0.05336,-0.4052,1.73701,0.41084
2.14844,-0.08291,-0.27381,1.71561,0.48483
1.42822,-0.09211,-0.36014,1.69003,0.55065
1.19629,-0.08566,-0.48172,1.66076,0.60658
1.70288,-0.07079,-0.38723,1.62826,0.651
2.6001,-0.05527,0.03293,1.59301,0.68244
3.41187,-0.04562,0.64386,1.55551,0.69964
3.76587,-0.04584,1.14086,1.5163,0.70165
3.73535,-0.0566,1.2419,1.47588,0.68799
3.33862,-0.07519,0.86185,1.43472,0.65852
2.32544,-0.09583,0.15879,1.39326,0.61345
1.30615,-0.1109,-0.56432,1.35198,0.55327
0.56152,-0.11277,-1.02555,1.3113,0.47884
0.39673,-0.09559,-1.09174,1.27161,0.39146
0.61646,-0.05691,-0.80676,1.23321,0.29288
0.80566,0.00144,-0.33201,1.19635,0.18521
0.93384,0.07327,0.14333,1.1613,0.0708
0.99487,0.14845,0.47226,1.1283,-0.04774
1.11084,0.2143,0.58349,1.09755,-0.1677
1.30005,0.25774,0.4876,1.06921,-0.28618
1.40991,0.26765,0.26423,1.04332,-0.40017
1.40991,0.23727,0.03168,1.01988,-0.50672
0.74463,0.16568,-0.10278,0.99886,-0.603
0.04883,0.05855,-0.09526,0.98023,-0.68645
-0.33569,-0.07188,0.00997,0.96395,-0.75479
0.05493,-0.20792,0.10731,0.94995,-0.8061
0.72022,-0.32872,0.09894,0.93804,-0.8389
0.46387,-0.41345,-0.0379,0.92805,-0.85205
-0.44556,-0.44483,-0.23258,0.91981,-0.84489
-1.70898,-0.41223,-0.36832,0.91318,-0.81725
-1.72729,-0.31386,-0.36081,0.90799,-0.76963
-0.26856,-0.15777,-0.21042,0.904,-0.7031
1.29395,0.03849,0.00706,0.90091,-0.61923
1.66016,0.24974,0.19923,0.89843,-0.51998
0.8667,0.44641,0.31263,0.89629,-0.40767
0.48828,0.59861,0.34423,0.89427,-0.28497
1.28784,0.68053,0.31153,0.89214,-0.15491
2.2644,0.67446,0.2176,0.88973,-0.02083
2.6001,0.57407,0.05131,0.88683,0.11378
1.7395,0.38613,-0.17698,0.8833,0.24549
0.62256,0.13034,-0.39999,0.87901,0.37095
0.03052,-0.16275,-0.50422,0.87387,0.48703
0.15259,-0.4557,-0.39648,0.86778,0.59081
0.75073,-0.70887,-0.08294,0.86065,0.6797
1.17188,-0.88582,0.3042,0.85245,0.75159
1.20239,-0.95831,0.56771,0.84321,0.80487
0.95215,-0.91055,0.56202,0.83296,0.83843
0.90942,-0.74214,0.28694,0.8218,0.85165
0.75684,-0.4691,-0.1084,0.80982,0.84437
0.93384,-0.12246,-0.41828,0.79719,0.81702
1.51978,0.2557,-0.50601,0.78405,0.77061
2.30713,0.61783,-0.37781,0.77056,0.70669
